Collection Year,Collection Agency,Collection Name,OBS Gear Code,FMP Area,Reporting Area,ADFG Region,ADFG Statistical Area,Agency Species Code Type,Species Code,Species Group Code,Species Group Name,Number Animals,Weight,Record Count,Contact,Date Received from AKR
2010,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,515802,AKR,172,DUSK,GOA Dusky Rockfish,9,12.3,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2010,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525630,AKR,172,DUSK,GOA Dusky Rockfish,213,371.655,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2010,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525701,AKR,172,DUSK,GOA Dusky Rockfish,1,0.95,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2010,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525702,AKR,172,DUSK,GOA Dusky Rockfish,11,14.65,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2010,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525732,AKR,172,DUSK,GOA Dusky Rockfish,18,17.85,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2010,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525802,AKR,172,DUSK,GOA Dusky Rockfish,1,1.2,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2010,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535732,AKR,172,DUSK,GOA Dusky Rockfish,4,5.75,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2010,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535802,AKR,172,DUSK,GOA Dusky Rockfish,7,11.8,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,610,Westward,605507,AKR,172,DUSK,GOA Dusky Rockfish,1,1.77,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,545732,AKR,172,DUSK,GOA Dusky Rockfish,2,2.05,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,555701,AKR,172,DUSK,GOA Dusky Rockfish,7,7.16,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,585531,AKR,172,DUSK,GOA Dusky Rockfish,1,0.59,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,585603,AKR,172,DUSK,GOA Dusky Rockfish,1,1.32,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,525731,AKR,172,DUSK,GOA Dusky Rockfish,1,1.29,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2010,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,535802,AKR,172,DUSK,GOA Dusky Rockfish,1,1.45,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2010,ADFG,Sport Fishery,,GOA,610,,,AKR,172,DUSK,GOA Dusky Rockfish,93,135.2,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2010,ADFG,Sport Fishery,,GOA,620,,,AKR,172,DUSK,GOA Dusky Rockfish,17,24.7,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2010,ADFG,Sport Fishery,,GOA,630,,,AKR,172,DUSK,GOA Dusky Rockfish,5598,7649.1,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2010,ADFG,Sport Fishery,,GOA,640,,,AKR,172,DUSK,GOA Dusky Rockfish,65,48.7,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2010,ADFG,Sport Fishery,,GOA,650,,,AKR,172,DUSK,GOA Dusky Rockfish,640,940.7,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,615400,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,615431,AKR,172,DUSK,GOA Dusky Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,610,,625435,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,620,,575501,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,515801,AKR,172,DUSK,GOA Dusky Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,515802,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,630,,515833,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,640,,405830,AKR,172,DUSK,GOA Dusky Rockfish,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,640,,405900,AKR,172,DUSK,GOA Dusky Rockfish,0,6,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,640,,405933,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,640,,415900,AKR,172,DUSK,GOA Dusky Rockfish,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,650,,335431,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,650,,355631,AKR,172,DUSK,GOA Dusky Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,650,,365701,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,650,,365731,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,650,,365734,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,650,,385800,AKR,172,DUSK,GOA Dusky Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,650,,395800,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,650,,395830,AKR,172,DUSK,GOA Dusky Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,650,,395931,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,IPHC,IPHC Annual Longline Survey,8,GOA,659,,325431,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2010,NMFS,AFSC Annual Longline Survey,,GOA,620,,,AKR,172,DUSK,GOA Dusky Rockfish,2,2.698,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",10/31/2022 6:00
2010,NMFS,AFSC Annual Longline Survey,,GOA,640,,,AKR,172,DUSK,GOA Dusky Rockfish,9,12.137,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",10/31/2022 6:00
2010,NMFS,AFSC Annual Longline Survey,,GOA,650,,,AKR,172,DUSK,GOA Dusky Rockfish,7,9.44,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",10/31/2022 6:00
2010,NMFS,Shumigans Acoustic Survey,2,GOA,630,,,AKR,172,DUSK,GOA Dusky Rockfish,1,0.71,1,,10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,595532,AKR,172,DUSK,GOA Dusky Rockfish,5,5.05,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,605507,AKR,172,DUSK,GOA Dusky Rockfish,5,4.05,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,615508,AKR,172,DUSK,GOA Dusky Rockfish,2,0.89,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,625431,AKR,172,DUSK,GOA Dusky Rockfish,3,1.78,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,625501,AKR,172,DUSK,GOA Dusky Rockfish,5,2.14,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,635432,AKR,172,DUSK,GOA Dusky Rockfish,1,0.7,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,620,Westward,545802,AKR,172,DUSK,GOA Dusky Rockfish,1,0.4,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,620,Westward,585532,AKR,172,DUSK,GOA Dusky Rockfish,2,1.21,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,620,Westward,585601,AKR,172,DUSK,GOA Dusky Rockfish,15,8.86,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Southcentral,515907,AKR,172,DUSK,GOA Dusky Rockfish,11,2.03,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Southcentral,515932,AKR,172,DUSK,GOA Dusky Rockfish,4,0.805,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Southcentral,515935,AKR,172,DUSK,GOA Dusky Rockfish,40,19.61,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Southcentral,515936,AKR,172,DUSK,GOA Dusky Rockfish,27,15.31,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525630,AKR,172,DUSK,GOA Dusky Rockfish,20,33.89,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525701,AKR,172,DUSK,GOA Dusky Rockfish,0,0.1,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525703,AKR,172,DUSK,GOA Dusky Rockfish,3,2.87,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,525732,AKR,172,DUSK,GOA Dusky Rockfish,0,5.15,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535703,AKR,172,DUSK,GOA Dusky Rockfish,1,1.13,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,630,Westward,535802,AKR,172,DUSK,GOA Dusky Rockfish,2,3.42,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Large-Mesh Trawl Survey,1,GOA,649,Southcentral,476008,AKR,172,DUSK,GOA Dusky Rockfish,1,1.08,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Scallop Dredge Survey,,GOA,630,Southcentral,515936,AKR,172,DUSK,GOA Dusky Rockfish,5,1.4,1,"Ken Goldman, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2011,ADFG,Small-Mesh Trawl Survey,1,GOA,610,Westward,595400,AKR,172,DUSK,GOA Dusky Rockfish,1,0.26,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2011,ADFG,Small-Mesh Trawl Survey,1,GOA,610,Westward,605400,AKR,172,DUSK,GOA Dusky Rockfish,1,0.04,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2011,ADFG,Small-Mesh Trawl Survey,1,GOA,610,Westward,615431,AKR,172,DUSK,GOA Dusky Rockfish,1,0.93,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2011,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,545631,AKR,172,DUSK,GOA Dusky Rockfish,2,1.96,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2011,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,545632,AKR,172,DUSK,GOA Dusky Rockfish,4,0.95,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2011,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,545702,AKR,172,DUSK,GOA Dusky Rockfish,2,2.22,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2011,ADFG,Small-Mesh Trawl Survey,1,GOA,620,Westward,555701,AKR,172,DUSK,GOA Dusky Rockfish,1,0.78,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2011,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,525805,AKR,172,DUSK,GOA Dusky Rockfish,3,3.85,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2011,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,535631,AKR,172,DUSK,GOA Dusky Rockfish,21,22.96,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2011,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,535733,AKR,172,DUSK,GOA Dusky Rockfish,1,0.01,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2011,ADFG,Small-Mesh Trawl Survey,1,GOA,630,Westward,535802,AKR,172,DUSK,GOA Dusky Rockfish,9,16.7,1,"Aaren Ellsworth, ADFG, aaren.ellsworth@alaska.gov",10/31/2022 6:00
2011,ADFG,Sport Fishery,,GOA,610,,,AKR,172,DUSK,GOA Dusky Rockfish,5,7.7,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2011,ADFG,Sport Fishery,,GOA,620,,,AKR,172,DUSK,GOA Dusky Rockfish,10,15.4,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2011,ADFG,Sport Fishery,,GOA,630,,,AKR,172,DUSK,GOA Dusky Rockfish,3107,3789.8,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2011,ADFG,Sport Fishery,,GOA,640,,,AKR,172,DUSK,GOA Dusky Rockfish,115,126.2,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2011,ADFG,Sport Fishery,,GOA,650,,,AKR,172,DUSK,GOA Dusky Rockfish,497,717,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",10/31/2022 6:00
2011,IPHC,IPHC Annual Longline Survey,8,GOA,630,,,AKR,172,DUSK,GOA Dusky Rockfish,0,18,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2011,IPHC,IPHC Annual Longline Survey,8,GOA,640,,,AKR,172,DUSK,GOA Dusky Rockfish,0,7,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2011,IPHC,IPHC Annual Longline Survey,8,GOA,650,,,AKR,172,DUSK,GOA Dusky Rockfish,0,19,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2011,IPHC,IPHC Annual Longline Survey,8,GOA,659,,,AKR,172,DUSK,GOA Dusky Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",10/31/2022 6:00
2011,NMFS,AFSC Annual Longline Survey,,GOA,610,,,AKR,172,DUSK,GOA Dusky Rockfish,3,4.046,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",10/31/2022 6:00
2011,NMFS,AFSC Annual Longline Survey,,GOA,620,,,AKR,172,DUSK,GOA Dusky Rockfish,2,2.697,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",10/31/2022 6:00
2011,NMFS,AFSC Annual Longline Survey,,GOA,630,,,AKR,172,DUSK,GOA Dusky Rockfish,1,1.349,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",10/31/2022 6:00
2011,NMFS,AFSC Annual Longline Survey,,GOA,640,,,AKR,172,DUSK,GOA Dusky Rockfish,32,43.153,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",10/31/2022 6:00
2011,NMFS,AFSC Annual Longline Survey,,GOA,650,,,AKR,172,DUSK,GOA Dusky Rockfish,5,6.743,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",10/31/2022 6:00
2011,NMFS,Gulf of Alaska Bottom Trawl Survey,1,GOA,610,,,AKR,172,DUSK,GOA Dusky Rockfish,534,778.202,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/31/2022 6:00
2011,NMFS,Gulf of Alaska Bottom Trawl Survey,1,GOA,620,,,AKR,172,DUSK,GOA Dusky Rockfish,150,189.212,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/31/2022 6:00
2011,NMFS,Gulf of Alaska Bottom Trawl Survey,1,GOA,630,,,AKR,172,DUSK,GOA Dusky Rockfish,2409,3626.596,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/31/2022 6:00
2011,NMFS,Gulf of Alaska Bottom Trawl Survey,1,GOA,640,,,AKR,172,DUSK,GOA Dusky Rockfish,104,145.52,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/31/2022 6:00
2011,NMFS,Gulf of Alaska Bottom Trawl Survey,1,GOA,650,,,AKR,172,DUSK,GOA Dusky Rockfish,52,75.705,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,605502,AKR,172,DUSK,GOA Dusky Rockfish,1,0.76,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,605507,AKR,172,DUSK,GOA Dusky Rockfish,1,0.96,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,615508,AKR,172,DUSK,GOA Dusky Rockfish,7,4.68,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,625431,AKR,172,DUSK,GOA Dusky Rockfish,2,1.21,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
2012,ADFG,Large-Mesh Trawl Survey,1,GOA,610,Westward,665333,AKR,172,DUSK,GOA Dusky Rockfish,2,2.67,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",10/31/2022 6:00
