"sigr","q_srv1","q_srv2","F40","natmort","spawn_biom_proj","ABC","obj_fun","tot_biom_1977","tot_biom_1978","tot_biom_1979","tot_biom_1980","tot_biom_1981","tot_biom_1982","tot_biom_1983","tot_biom_1984","tot_biom_1985","tot_biom_1986","tot_biom_1987","tot_biom_1988","tot_biom_1989","tot_biom_1990","tot_biom_1991","tot_biom_1992","tot_biom_1993","tot_biom_1994","tot_biom_1995","tot_biom_1996","tot_biom_1997","tot_biom_1998","tot_biom_1999","tot_biom_2000","tot_biom_2001","tot_biom_2002","tot_biom_2003","tot_biom_2004","tot_biom_2005","tot_biom_2006","tot_biom_2007","tot_biom_2008","tot_biom_2009","tot_biom_2010","tot_biom_2011","tot_biom_2012","tot_biom_2013","tot_biom_2014","tot_biom_2015","tot_biom_2016","tot_biom_2017","tot_biom_2018","tot_biom_2019","tot_biom_2020","log_rec_dev_1948","log_rec_dev_1949","log_rec_dev_1950","log_rec_dev_1951","log_rec_dev_1952","log_rec_dev_1953","log_rec_dev_1954","log_rec_dev_1955","log_rec_dev_1956","log_rec_dev_1957","log_rec_dev_1958","log_rec_dev_1959","log_rec_dev_1960","log_rec_dev_1961","log_rec_dev_1962","log_rec_dev_1963","log_rec_dev_1964","log_rec_dev_1965","log_rec_dev_1966","log_rec_dev_1967","log_rec_dev_1968","log_rec_dev_1969","log_rec_dev_1970","log_rec_dev_1971","log_rec_dev_1972","log_rec_dev_1973","log_rec_dev_1974","log_rec_dev_1975","log_rec_dev_1976","log_rec_dev_1977","log_rec_dev_1978","log_rec_dev_1979","log_rec_dev_1980","log_rec_dev_1981","log_rec_dev_1982","log_rec_dev_1983","log_rec_dev_1984","log_rec_dev_1985","log_rec_dev_1986","log_rec_dev_1987","log_rec_dev_1988","log_rec_dev_1989","log_rec_dev_1990","log_rec_dev_1991","log_rec_dev_1992","log_rec_dev_1993","log_rec_dev_1994","log_rec_dev_1995","log_rec_dev_1996","log_rec_dev_1997","log_rec_dev_1998","log_rec_dev_1999","log_rec_dev_2000","log_rec_dev_2001","log_rec_dev_2002","log_rec_dev_2003","log_rec_dev_2004","log_rec_dev_2005","log_rec_dev_2006","log_rec_dev_2007","log_rec_dev_2008","log_rec_dev_2009","log_rec_dev_2010","log_rec_dev_2011","log_rec_dev_2012","log_rec_dev_2013","log_rec_dev_2014","log_rec_dev_2015","log_rec_dev_2016","log_rec_dev_2017","log_rec_dev_2018","log_rec_dev_2019","log_rec_dev_2020","spawn_biom_1977","spawn_biom_1978","spawn_biom_1979","spawn_biom_1980","spawn_biom_1981","spawn_biom_1982","spawn_biom_1983","spawn_biom_1984","spawn_biom_1985","spawn_biom_1986","spawn_biom_1987","spawn_biom_1988","spawn_biom_1989","spawn_biom_1990","spawn_biom_1991","spawn_biom_1992","spawn_biom_1993","spawn_biom_1994","spawn_biom_1995","spawn_biom_1996","spawn_biom_1997","spawn_biom_1998","spawn_biom_1999","spawn_biom_2000","spawn_biom_2001","spawn_biom_2002","spawn_biom_2003","spawn_biom_2004","spawn_biom_2005","spawn_biom_2006","spawn_biom_2007","spawn_biom_2008","spawn_biom_2009","spawn_biom_2010","spawn_biom_2011","spawn_biom_2012","spawn_biom_2013","spawn_biom_2014","spawn_biom_2015","spawn_biom_2016","spawn_biom_2017","spawn_biom_2018","spawn_biom_2019","spawn_biom_2020","log_mean_rec","spawn_biom_proj_2021","spawn_biom_proj_2022","spawn_biom_proj_2023","spawn_biom_proj_2024","spawn_biom_proj_2025","spawn_biom_proj_2026","spawn_biom_proj_2027","spawn_biom_proj_2028","spawn_biom_proj_2029","spawn_biom_proj_2030","spawn_biom_proj_2031","spawn_biom_proj_2032","spawn_biom_proj_2033","spawn_biom_proj_2034","spawn_biom_proj_2035","pred_catch_proj_2021","pred_catch_proj_2022","pred_catch_proj_2023","pred_catch_proj_2024","pred_catch_proj_2025","pred_catch_proj_2026","pred_catch_proj_2027","pred_catch_proj_2028","pred_catch_proj_2029","pred_catch_proj_2030","pred_catch_proj_2031","pred_catch_proj_2032","pred_catch_proj_2033","pred_catch_proj_2034","pred_catch_proj_2035","rec_proj_2021","rec_proj_2022","rec_proj_2023","rec_proj_2024","rec_proj_2025","rec_proj_2026","rec_proj_2027","rec_proj_2028","rec_proj_2029","rec_proj_2030","tot_biom_proj_2020"
1.43995,0.659184,1,0.129595,0.07,38917.4,10134.6,565.425,21133.5,21554.3,21705.1,23189.3,24331.6,25612.7,26778.9,29235.9,31037.2,32735.6,34889.6,37831.3,40790.2,45140.3,51161.8,57391.2,59920.4,63460.5,66664,71877.8,75641.6,79204.2,84325.2,85121.4,88307,92242.5,94591.5,97612.8,100789,102622,103964,103400,102355,102159,103255,105507,105788,108754,109096,108891,107422,107440,105827,111308,-1.43632,-0.149384,-2.41852,-0.534066,0.199097,0.982259,-2.45946,-1.09564,-1.45172,-1.05184,-2.95413,0.426916,0.236507,-0.998491,-1.73937,-1.00447,0.0380224,-1.30253,-1.85697,0.922242,-2.5487,-3.417,-1.08649,-2.51421,-1.1913,0.35628,-2.25649,1.1875,-3.03703,0.367459,0.957457,-1.2239,1.68567,1.00162,1.40816,-0.882252,1.71367,0.598709,-1.15599,1.03333,1.70664,1.70515,2.53963,2.12912,2.2496,-0.97763,1.8684,1.58389,2.47445,1.15003,1.63505,2.65453,0.235107,2.10829,2.15297,1.56482,1.96632,1.84061,0.579328,1.25346,1.3044,1.76154,1.62132,2.32325,2.13039,0.972635,2.57534,0.629179,-0.816291,-0.189764,1.95745,0.905263,3.25115,8352.4,8026.55,7836.71,7714.8,7592.33,7355.96,7505.68,7812.49,8266.16,9126.26,10221.8,11419.9,12449.7,12904,13896.6,14537.2,14578.6,15073.4,16225.2,18041.9,20350.1,22656.4,24424.2,25199.3,26364.2,27771.4,28971.4,30400.3,32073.6,33848.4,35540.7,36513,37009.6,37741.9,38082.2,38485.1,38279.5,37998.3,37623,37818.4,38194.5,39061.6,39758.7,40512.2,0.405778,38917.4,36925.5,35014,33521.5,32664.1,32332,32042.3,31336.3,30095.1,28558.3,27077.5,25879.8,24986,24226,23412.4,10134.6,9460.42,8715.65,8182.84,8027.3,8271.05,8540.48,8372.19,7854.47,7234.4,6722.97,6442.43,6330.24,6262.9,6134.06,1.74444,4.76718,0.844356,1.68837,3.11852,13.8683,2.97585,14.1065,4.17759,0.504515,112868
1.42487,0.688472,1,0.228044,0.07,42970,18157.6,574.605,20361.8,20341.4,20773,22052.2,23571.6,25336.5,25136.1,26803.4,28977.2,30859.9,33177,36181.4,38555.9,43197.3,49921.6,55996.6,58992.8,62905.9,65752,71781.1,75163.5,79492.6,84707,85382.9,88268.8,92982.2,96651.9,99771,103182,105517,107790,107913,107513,107952,108760,111132,112020,115332,117611,118260,118604,118032,116394,121758,-1.80156,-0.339566,-1.08763,-0.256489,-0.165103,-2.61406,-1.81002,-0.48432,-1.09952,-0.989764,-1.2902,-1.12863,-0.432838,-1.45761,-0.892615,-1.24672,-3.20788,-0.847476,-2.15003,0.0947694,-4.18272,-2.27701,-2.4754,-0.965055,-0.457717,0.886159,-1.57019,-0.994695,-0.746905,0.891817,-1.37588,0.0527267,1.33072,1.11584,0.624336,-0.0330884,1.41591,0.71158,-3.29613,0.809424,1.47539,1.08823,2.49127,2.12453,1.88279,-0.68466,1.60664,1.09776,2.47329,-1.13882,1.76949,2.30213,-0.135343,2.08144,2.06784,1.4243,1.60298,1.80125,0.920724,1.13663,1.19107,1.3117,1.74947,1.78318,2.12166,1.86285,2.24287,1.26229,-0.337204,1.2987,0.478031,0.742546,3.00967,7592.82,7405.83,7441.41,7441.09,7429.92,7581.46,7008.5,6952.18,7446.97,8361.32,9498.96,10700.7,11676.9,12019.4,12957.8,13431.7,13484.2,14047.7,15190.4,17190.9,19808.4,22472.6,24561.7,25397.6,26255.2,27774.1,29368.9,30824.2,32392.1,34142.7,36135.7,37379.8,38410.2,39367,40039.9,40535.3,40002.7,39756.1,39728.1,39947.7,40461.1,41546.3,42677.6,44090.8,0.63421,42970,38188.1,34438.8,31330.4,29181.1,27988.8,27278.5,26457,25373.3,24222.2,23262.1,22635.6,22215.6,21560.4,20406.3,18157.6,16404.5,14534.8,12889.6,11753.1,11354.3,11440.7,11282.1,10752.7,10123.7,9537.18,9228.74,9312.42,9356.91,8903.97,2.38053,5.67223,11.8705,3.92292,1.86004,18.7467,20.4306,1.11482,1.86992,0.541993,123387
1.55134,0.615679,1,0.21673,0.07,42374.6,18332.8,576.6,21563.1,21920.5,21819.9,24014.5,25695.2,27261,29469.5,32274.7,33831.3,36163.8,38626.1,41794.3,44720.7,49378,55719.9,61493.3,64503.8,67199.7,69847.9,74074.7,76811.4,81086.1,86570.1,87095.2,91034.7,95599.7,99410.5,102855,105825,107289,108933,108503,107417,106951,108015,108978,109260,116265,119154,121505,125177,126633,126101,125107,-0.0374216,-0.298228,0.880856,-2.28793,-1.01748,-0.20083,-2.16571,-1.32154,0.111936,-2.2529,-2.67254,-1.81162,-4.38643,-0.324685,-2.64772,-1.00881,-0.0043072,-0.960092,-1.73031,-2.55156,-1.10338,-2.24151,-2.62658,0.338827,0.221169,-0.623325,0.158458,-0.847604,-0.095832,-0.322003,0.642157,-3.59972,1.88329,1.40689,-0.239453,0.74515,1.58843,-2.37631,0.193463,0.892208,1.6652,1.39872,2.42177,2.07936,1.62725,0.786806,1.01761,1.34026,2.15588,0.194102,2.14521,2.47588,-0.245202,2.12552,2.0194,1.51361,1.52011,1.38854,0.576921,1.31922,0.94233,1.35443,1.7298,2.09386,1.29873,1.79284,3.03188,0.392519,0.735531,2.07905,0.84155,-1.09101,-0.7108,8066.58,7936.64,7895,7901.85,7560.5,7467.11,7610.52,7718.5,8092.97,9177.6,10564.2,11975.6,13202.1,13737.7,14623.7,15264.6,15200.9,15572.4,16638.1,18419.6,20888.8,23279.4,25036.3,25352.7,26042.8,26963.9,28168.1,29710,31644.1,33713,35945.5,37506.2,38546.3,39262.8,39661.9,39954.7,39259.3,38838.3,38381.9,38297.2,38752,39632.4,40933.8,43053.9,0.619207,42374.6,39778.5,36670.8,33333,29995.8,26908.5,24383.9,22628,21695.8,21644,22372.2,23343.2,23812.8,23382.7,22127.7,18332.8,17163.3,15678.9,14162.9,12599.6,11113.3,9973.8,9229.43,8784.81,8821.37,9488.43,10337.8,10670.3,10357.1,9628.83,14.5032,2.95442,4.02574,13.6409,33.6559,13.1249,4.51927,10.2908,0.578431,1.79607,125845
1.3181,0.601248,1,0.12212,0.07,42806.8,11023.4,567.483,26695.7,26429.6,26365.8,27138.6,28670.7,30008.3,30684.6,32475.3,33891.2,35598.8,37288.5,40418.4,42396.4,46810.1,53402,60434.2,63940.1,68656,72573.7,79003.6,82972.8,86606.6,92370.8,93372.4,96815.7,101345,103325,105818,108981,110396,110716,109395,107829,106732,106562,108276,108722,113934,117030,118826,119252,119345,118682,117125,0.812895,-1.8184,-0.380925,-0.794412,-2.79415,-3.12198,1.00008,-0.413272,0.816617,-1.35383,0.64418,0.321726,-2.70513,-0.574375,-1.19033,-3.56483,-1.08426,-2.27804,-1.25847,-1.05414,-1.3722,-1.39831,-1.52033,-1.25072,-0.247851,-1.03576,-0.29452,0.220691,-0.543803,-2.04633,0.819941,0.222585,0.925271,1.36726,-0.440496,-1.68395,1.63667,-2.14586,0.123559,0.358596,1.61233,1.42485,2.32298,1.90579,1.99168,0.0736804,1.58795,0.936252,2.25369,0.54009,1.43656,2.37033,-0.49402,1.95535,2.01031,0.856073,1.37383,1.46233,0.372458,0.786341,0.815356,1.27915,1.67975,1.51925,2.15598,1.35683,2.61223,0.699474,-0.275793,0.897596,0.485345,0.662445,0.337549,11268.4,10646.4,10207.9,9918.12,9588.69,9584.76,9555.31,9390.01,9874.83,10699.9,11713.7,12804.6,13187.1,13198.4,13983.9,14531.3,14576.1,15369,17046,19539.8,22432.7,25148.6,27409.1,28494.7,29665.4,31045.9,32119.3,33533.6,35457.5,37345.3,38975.4,40007.9,40630.6,40752.5,40813.5,40428.6,39548.8,38883.2,38710.9,38958.4,39363.1,40700.1,42445.2,44292.2,0.752256,42806.8,41974.9,39657,36971.5,35022.9,34275.3,36417.9,44255.7,61902.2,93086.3,136753,182900,218099,235780,237656,11023.4,10467.5,9708.89,8941.89,8217.23,7560.05,7076.94,7218.5,9507.55,17763.5,35134.5,53563.9,62777.1,63727.7,61074.8,2.31396,2.82846,3.27074,16.3343,663.826,172.128,33.9296,1.2076,56.0973,2.94776,114781
1.80134,0.720288,1,0.100981,0.07,40367.1,8349.68,561.334,20849.5,20204.5,20208.8,21022.7,21927.4,23372,23710.4,26026.3,27820.8,30009.3,31684.2,35020.1,36632,41470.5,47257.2,52871.7,55687.7,59127.8,62274.5,66724.3,69906.7,73144.1,77341.7,78390.3,80808.9,84186.1,87230.4,90539.5,93137.2,95048.9,95881,95360.7,93844.3,93777.9,95398.1,98565.7,99612.4,104165,107406,108977,109064,108700,108024,106411,-0.589114,-0.816968,-0.406472,0.0644233,-2.41633,-2.86202,-0.0157313,-1.47805,-2.53985,-1.37842,-0.957294,-3.19412,-0.359864,-3.59126,-1.01547,0.184757,-4.52274,-2.04814,-1.177,-0.415705,0.944734,-3.00734,-3.02361,-0.403185,0.069998,-0.782941,-0.0422599,-0.346376,0.351931,-2.30567,-0.458289,0.00303566,1.27843,1.30423,0.710595,-0.727137,1.8355,-1.68811,0.675622,-0.975093,1.85146,1.23361,2.35187,2.17201,1.73252,1.17112,1.36108,1.36995,2.32175,0.645993,1.58075,2.34409,0.644783,1.96398,2.01805,1.65853,1.63846,1.47794,0.643689,0.584262,1.40749,1.2919,1.80079,2.25941,2.18639,1.35484,2.58544,1.5278,-0.222283,-0.588854,0.619575,1.35204,-1.08349,8246.55,7925.49,7881.33,7801.01,7510.44,7511.84,7221.75,7134.31,7557.84,8290.81,9295.37,10446.9,10996.8,11794.4,12600.5,13373.1,13310.5,13988.5,15265.5,16896.5,19141.8,21313.3,22940.1,23780.7,24603.3,25695.8,26912.2,28388.1,29821.2,31542.9,33173.2,34129.2,34633.3,35214.2,35490.8,35750.5,35194.5,34890.6,34950.5,35460.9,36403.8,37916,39529.6,41255,0.532488,40367.1,39384.3,37569.3,35420.3,33221.3,31148.7,29279.1,27646.4,26246.7,25033.7,24042.2,23390.2,23262.8,23770.2,24805,8349.68,8077.81,7555.59,6993.95,6509.04,6079.06,5696.16,5399.04,5144.56,4906.3,4670.6,4432.68,4284.21,4385.38,4810.72,5.58138,6.23584,2.6842,6.9595,1.67468,3.34066,2.83775,9.82676,26.9199,7.48226,104679
1.6152,0.562932,1,0.121315,0.07,47992.6,11606.2,562.56,22162.4,22241.7,22868.5,24228.2,26295,28830.6,30349.8,33628,35404.6,38079.2,40044.6,44431.5,46270.9,52801.4,59876.6,66629,70159.5,75012.4,78735.3,84821.7,88935.7,93683.1,99257.9,100982,103582,108584,111305,114511,117193,119322,119820,119257,118003,117181,117834,120317,121861,125976,128474,129733,129560,127961,125381,121647,-3.84089,-1.38555,-1.60931,-1.28335,-0.661449,-1.66012,-0.09929,-2.38121,-2.37941,-2.46945,-1.24802,-2.56701,-1.99257,-1.58606,-1.25366,-1.35125,-3.47059,-0.697436,-1.86804,-1.37553,-0.877575,-1.93762,-2.25856,-0.591298,-2.62587,0.663957,-3.80408,-0.468076,-1.09007,0.360656,-0.29184,0.385215,0.907657,1.07948,0.86053,-2.76906,1.48991,-2.14529,0.431793,-0.960075,1.81104,0.207256,2.39861,1.79205,1.76667,-3.04716,1.53367,0.841205,2.13339,0.236599,1.56284,2.20655,-0.155927,1.61785,1.92493,0.604588,1.45062,1.48843,0.549405,-0.0730226,1.43307,0.667204,1.3577,1.7484,1.99659,1.60779,2.1284,0.289335,0.349,-1.56704,-1.75651,0.195221,-1.45223,8454.47,8230.1,8157.99,8147.93,8168.42,8331.94,8532.87,8889.76,9454.88,10583.3,11948.4,13408.4,14311.7,15069.6,16014,16443.8,16697.5,17594.7,19311.2,21743.2,24879.4,27923.1,29978.2,31157.7,32031.2,33587.9,35160.5,36913.8,38568.5,40649.6,42466.2,43326.7,44135,44593,44863.1,44898.4,44217.9,43637.6,43601.6,43836.7,44753.8,46190.5,47775.8,49244.1,0.93735,47992.6,45285.4,42093.8,38630.5,35358.2,32574.7,30477.7,29038.4,28268.1,28332.6,29363.6,31074.8,32808.7,33908.3,33990.7,11606.2,10970.2,10066.9,9081.01,8165.19,7429.3,6943.46,6636.57,6336.48,6171.95,6454.53,7137.52,7843.09,8334.78,8346.54,16.1432,2.01147,2.57661,1.40252,37.4755,3.61256,34.9483,2.83941,4.03287,4.90779,120442
1.79436,0.577227,1,0.130816,0.07,45363.4,11940.6,570.784,22649.3,22258.5,22640.6,24438.7,25449.8,27898.6,29414.8,32897.8,35044.6,37759.2,39676.2,42358.9,44536.6,47594.5,53908.5,58923.1,62102.5,65727.7,68141.2,74512.1,78199.9,82774.7,89261.1,91631.4,95560.7,101349,105311,109724,113717,115533,116676,115812,114722,113477,113296,114666,114031,119490,121417,123031,122857,124329,124066,122760,-1.63546,0.956043,-1.86602,-0.210316,-0.878014,-0.538939,-0.0650205,0.491912,-0.25942,-0.719372,-0.119513,-1.35719,-4.65768,-2.61971,-0.587822,0.0672125,-1.01166,-0.380177,-0.729934,-2.39778,-0.201008,-0.949456,0.112419,0.467801,-1.11862,0.0803452,-1.52832,-0.475308,0.474287,0.61402,-2.02321,0.737969,2.02064,0.0716908,1.47027,-2.72912,2.01128,-0.61629,1.03382,-1.3788,1.61459,1.74681,2.20851,2.52611,1.85936,0.779961,1.84935,1.22436,2.66469,0.178608,2.08585,2.77953,-0.969147,2.21975,2.46299,1.56699,1.70227,2.03641,0.0549801,0.839052,1.07611,1.79404,1.31348,2.12926,2.30472,1.66868,3.10601,-2.24765,-0.766178,0.334987,1.96893,1.42447,-0.0199371,8819.26,8635.1,8580.95,8275.46,8035.27,8088.53,8280.49,8680.21,9332.01,10387.6,11704.3,13024.7,13863,14328.4,15211.7,15620.1,15717.1,16013.2,16764.3,18632.8,21036.9,23460.8,25341.6,26595.6,27741.1,29370.8,31073.7,33336.2,35508.6,37761,40030.7,41595.1,42671.7,43587.1,43920.8,43913.1,42780.1,41737.9,41051.3,41106.7,41380,42730.2,44225.1,46059.2,0.452823,45363.4,43351.2,40803.4,38046.7,35328.2,32672.6,30113.3,27816.7,26044.6,25017.5,24810.5,25228.4,25856.1,26307.1,26396.4,11940.6,11337.5,10470.7,9681.64,9025.04,8356.05,7630.27,6938.04,6378.72,6068.72,6100.34,6385.55,6718.09,6896.67,6856.88,1.71994,3.46557,0.601611,8.57193,14.7162,12.9192,16.6831,2.59059,9.8865,2.96316,120687
1.96694,0.541018,1,0.109111,0.07,47992.7,10310.8,580.093,19364.2,19130.9,19942,22286.5,24251.1,26725.4,27921.1,30528.1,32899.2,36012.7,38009.7,41697.8,44056.3,49663.8,56019.4,63064.3,66528.6,70353.2,73373.5,79531.9,83340.8,87679.1,93386,94803.3,98870.7,103949,107727,112264,115682,118295,119399,118661,117666,115714,117144,119758,120533,125605,127919,128891,128201,127390,124964,121516,-1.87329,-2.81136,-1.97997,-0.401703,-0.491501,-0.393133,-3.62057,-1.03883,-0.877729,-1.17139,-0.485975,-2.26999,0.239616,-1.5993,0.276423,-2.06138,-1.13042,-1.45782,0.118577,-4.58593,-5.22082,0.054496,-1.85078,-0.0189676,-1.38284,0.8634,-0.956684,-1.29757,1.0539,0.722955,-3.68301,0.832906,1.91202,1.38202,1.15473,0.212795,1.71882,0.223332,1.28587,-2.52431,2.084,1.1911,2.83037,2.21761,2.32651,-0.668769,1.71084,1.46891,2.65279,0.150039,2.31589,2.68145,-0.665653,2.18288,2.49288,1.55911,2.34277,1.67292,1.47563,0.461272,1.43749,1.65064,1.02624,2.67677,2.29246,1.92179,2.83026,0.731953,-0.423056,-1.83878,1.63315,-1.85103,-3.69622,6981.81,6706.84,6765.76,6899.88,6883.81,7130.98,7122.44,7445.61,8296.32,9615.24,11134.1,12654.1,13782.5,14395.2,15284,15975.1,16210.7,16910.8,18329.6,20836.7,23975.2,26567.6,28483.7,29331.8,30626.5,32039.7,33791.5,35579.7,37534.3,39503.7,41415.7,42586.6,43659.9,44483.7,45056.5,45581.3,44830.3,44369.1,44030.1,44174.4,44916.5,46186.2,47880.4,49446.7,0.399704,47992.7,46035.6,43129.4,39992.9,37084.2,34760.9,33441.2,33309.8,34121.5,35398.2,36870.5,38380.4,39644.9,40267,39934.1,10310.8,9845.64,9144.16,8397.23,7704.06,7099.31,6710.43,6687.5,6955.61,7269.61,7586.35,7956.74,8321.58,8571.76,8535.49,5.23006,26.8024,14.6934,1.26685,30.4739,0.663658,34.812,2.48676,6.07217,6.71914,118490
1.83048,0.624752,1,0.0739074,0.07,43696.6,6674.51,562.936,20870.8,20597.4,20875.9,22791.8,24259.5,26263.8,27667.5,30507.9,32356,34864,36868,40542.4,42571.9,47484.4,53217.1,59957.1,63180.2,66783.6,70485.6,76694,80658.6,84532.7,90508.1,90518.2,93619.4,97470.1,100413,103465,106551,109063,109656,109767,108331,107540,108008,109925,111207,115978,117710,118980,118271,116690,113590,113929,-0.791178,-1.89603,0.246762,-1.42097,-0.343421,-0.370357,-1.71219,-1.33018,-0.113459,0.464168,-0.370888,0.460319,-2.51018,-2.50189,-1.29692,0.0203248,-3.63234,-1.73825,-2.19184,-0.296341,-3.15013,0.0393105,-2.38005,-1.40667,0.752734,0.145437,-0.258997,-4.43674,0.99697,0.0979452,-1.48305,0.682568,1.76283,1.30193,1.21947,-2.07511,1.86881,-1.94226,1.02618,0.31797,2.00326,1.32143,2.53856,2.3953,2.25228,-3.45326,1.61769,1.70273,2.64882,0.66033,1.77889,2.65061,-0.901213,2.01573,2.3647,1.65188,1.78037,1.77106,1.55783,0.374341,1.56707,0.962987,1.77643,2.16691,2.34731,2.23658,2.62168,0.255849,0.447751,0.216268,-2.49937,-1.06572,2.52251,7768.54,7557.96,7490.65,7604.34,7470.4,7493.81,7686.24,7964.44,8598.39,9639.26,10896.2,12284.9,13084.3,13779.7,14287.9,14935.1,15194.9,15886,17362.3,19520.9,22207.3,24748.2,26902.2,27410.6,28673.4,29937.6,31406.5,33029.5,34802.4,36575.2,38078.4,39258.1,40051.2,40686.6,41111.5,41280.8,40530.1,40271.5,39863.6,40040.5,40411.9,41628.3,42989.7,44544.8,0.433299,43696.6,43160.8,41650.9,39939.7,38536.9,37798,37704.7,37871.9,37748.4,37058.3,35974.9,34936.7,34311.9,34142.9,34116.8,6674.51,6472.05,6114.12,5718.77,5407.11,5316.01,5448.5,5648.55,5712.52,5531.23,5219.28,4947.54,4853.98,4963.4,5077.06,12.0951,23.0331,0.682762,0.244781,0.590048,2.23948,9.71882,26.6692,0.736943,1.23722,114655
1.98372,0.695983,1,0.159957,0.07,41021.5,13128.1,573.695,20066.8,19603.8,19976.3,21440.4,22946,24549.3,25433.3,28473.2,29992,32226,34943.2,38591.8,41636.8,46224.5,51191.5,57272,58931.4,62205.8,64569.2,68657.7,70819.8,74781.7,78533.7,78597.7,81635.5,85055.8,88184.3,91527.2,95388.2,97843.5,99238.1,98721.8,97901.4,97544.4,97878.8,99368.4,100823,107227,110246,113171,113272,112878,110908,110795,-0.630761,-0.619671,0.485598,-0.591632,-1.39882,-1.29292,-3.69907,-2.23707,-2.18889,-0.737029,-1.01766,0.928698,0.527274,-1.14739,-1.89498,0.586965,0.448352,0.540911,-2.68797,-2.19809,-2.02153,-1.46426,-0.0105991,0.152448,0.0324098,-0.245056,-0.0250442,-3.01,0.498271,0.531589,-3.41694,1.15217,1.80721,1.38184,1.02889,-0.77856,2.24081,-1.72778,0.514184,1.52646,2.04043,1.75188,2.50329,2.42222,2.04917,-4.38456,2.04344,1.07127,2.62797,-0.317502,2.33959,2.53732,-0.357958,2.46676,2.4317,1.98285,1.88873,2.06665,0.575768,1.4982,1.49728,1.42036,1.69675,2.38453,2.19389,2.62905,3.18101,-0.533009,0.888134,-0.150064,-0.366504,-1.54319,2.32661,7946.22,7708.56,7572.73,7466.4,7314.9,7231.39,7142.63,7291.83,7601.81,8482.07,9571.44,10785.7,11748.4,12541.4,13116.1,14230.9,14344.8,15063,16337.6,17836.7,19758.4,21787,23095,23487.7,24179.4,24844.2,25730.6,26985.1,28594.6,30452.9,32058.2,33079.2,34114.3,35161.4,35617.7,36096.5,35438.6,35143,34954.8,35317.5,35559.4,36787.8,38420.8,40428.4,0.243915,41021.5,39514.2,39434.6,41564.4,47712.6,59154.5,74890.9,90474.7,100563,103116,99594,92536.6,84010,75255.9,66912.1,13128.1,12423.1,11369.2,10531.1,10859.4,14318.2,22797,32663.4,37107,36204.8,33108.5,29623.4,26345.9,23345.7,20663.4,371.706,4.68493,1.47542,2.33678,2.29939,8.80025,7.05688,0.0492602,12.1741,3.41448,183964
1.73897,0.635775,1,0.123264,0.07,44678.2,10856.7,568.512,17375,17231.4,17599.2,19107,21061.5,23257.5,25280.3,28315.4,30628.2,33567.7,35541.2,39741.6,42372.4,48012.8,53686.9,60021.1,61386,65376.7,67973.9,73143.5,75675.9,78860.5,84226.5,85093,87463.8,92285.7,96071.8,100161,104638,107690,109377,110163,109902,111093,113565,116761,116848,121311,123306,123382,123455,122363,120857,118884,-1.24718,0.720854,-0.918461,-0.256913,-1.49387,-0.629363,-1.48604,-2.2196,-2.56273,-0.728538,-0.204865,-1.25364,-2.03322,0.148212,-1.79954,-2.52535,-1.56832,-1.06434,-0.5762,-2.53021,-0.835202,-0.726212,-2.46566,-1.29667,0.3876,-1.1816,-2.4747,0.647021,-0.593374,0.266766,-0.885505,0.389309,1.65087,1.67598,0.991311,-0.264952,1.79182,-1.33173,1.23665,-2.97276,2.16275,1.45052,2.47418,2.03074,1.96194,-3.61625,1.97384,1.22606,2.53414,-0.549994,1.77627,2.72901,-0.190169,1.87083,2.49427,1.62746,1.90248,1.99472,0.790467,1.2647,1.54676,1.73038,2.01146,2.36276,2.2432,1.20054,2.66522,-0.334609,-0.432463,1.81936,-0.232423,1.04036,0.918287,6731.45,6516.88,6461.74,6374.68,6164.55,6183.71,6435.14,6678.52,7392.18,8440.41,9777.91,11272.1,12268.4,13338.1,14300.9,15390.7,15280.3,16175.6,17439.7,19241.3,21304,23317.6,24789.3,25336.6,26092.4,27257.1,28681.1,30313.7,32232,34378.2,36195.2,37721.9,38712.8,39930.7,40825.9,41473.6,41013.3,41130.3,41672.5,42224.3,42919.7,44201.7,45478.8,46590.2,0.461668,44678.2,42801.5,40243.7,37672.1,35402.6,33658,32672.1,32653.2,33767.1,36146.9,39572.3,43194.3,45914.7,47178,47042.6,10856.7,10307.6,9588.43,8880.19,8217.59,7656.58,7296.79,7155.03,7173.95,7541.07,8588.77,10083.8,11169.4,11522.1,11455,15.8529,5.31785,4.20831,20.5547,60.2201,20.7509,3.67835,18.022,11.8976,3.96106,118967
