"sigr","q_srv1","q_srv2","F40","natmort","spawn_biom_proj","ABC","obj_fun","tot_biom_1977","tot_biom_1978","tot_biom_1979","tot_biom_1980","tot_biom_1981","tot_biom_1982","tot_biom_1983","tot_biom_1984","tot_biom_1985","tot_biom_1986","tot_biom_1987","tot_biom_1988","tot_biom_1989","tot_biom_1990","tot_biom_1991","tot_biom_1992","tot_biom_1993","tot_biom_1994","tot_biom_1995","tot_biom_1996","tot_biom_1997","tot_biom_1998","tot_biom_1999","tot_biom_2000","tot_biom_2001","tot_biom_2002","tot_biom_2003","tot_biom_2004","tot_biom_2005","tot_biom_2006","tot_biom_2007","tot_biom_2008","tot_biom_2009","tot_biom_2010","tot_biom_2011","tot_biom_2012","tot_biom_2013","tot_biom_2014","tot_biom_2015","tot_biom_2016","tot_biom_2017","tot_biom_2018","tot_biom_2019","tot_biom_2020","tot_biom_2021","log_rec_dev_1954","log_rec_dev_1955","log_rec_dev_1956","log_rec_dev_1957","log_rec_dev_1958","log_rec_dev_1959","log_rec_dev_1960","log_rec_dev_1961","log_rec_dev_1962","log_rec_dev_1963","log_rec_dev_1964","log_rec_dev_1965","log_rec_dev_1966","log_rec_dev_1967","log_rec_dev_1968","log_rec_dev_1969","log_rec_dev_1970","log_rec_dev_1971","log_rec_dev_1972","log_rec_dev_1973","log_rec_dev_1974","log_rec_dev_1975","log_rec_dev_1976","log_rec_dev_1977","log_rec_dev_1978","log_rec_dev_1979","log_rec_dev_1980","log_rec_dev_1981","log_rec_dev_1982","log_rec_dev_1983","log_rec_dev_1984","log_rec_dev_1985","log_rec_dev_1986","log_rec_dev_1987","log_rec_dev_1988","log_rec_dev_1989","log_rec_dev_1990","log_rec_dev_1991","log_rec_dev_1992","log_rec_dev_1993","log_rec_dev_1994","log_rec_dev_1995","log_rec_dev_1996","log_rec_dev_1997","log_rec_dev_1998","log_rec_dev_1999","log_rec_dev_2000","log_rec_dev_2001","log_rec_dev_2002","log_rec_dev_2003","log_rec_dev_2004","log_rec_dev_2005","log_rec_dev_2006","log_rec_dev_2007","log_rec_dev_2008","log_rec_dev_2009","log_rec_dev_2010","log_rec_dev_2011","log_rec_dev_2012","log_rec_dev_2013","log_rec_dev_2014","log_rec_dev_2015","log_rec_dev_2016","log_rec_dev_2017","log_rec_dev_2018","log_rec_dev_2019","log_rec_dev_2020","log_rec_dev_2021","spawn_biom_1977","spawn_biom_1978","spawn_biom_1979","spawn_biom_1980","spawn_biom_1981","spawn_biom_1982","spawn_biom_1983","spawn_biom_1984","spawn_biom_1985","spawn_biom_1986","spawn_biom_1987","spawn_biom_1988","spawn_biom_1989","spawn_biom_1990","spawn_biom_1991","spawn_biom_1992","spawn_biom_1993","spawn_biom_1994","spawn_biom_1995","spawn_biom_1996","spawn_biom_1997","spawn_biom_1998","spawn_biom_1999","spawn_biom_2000","spawn_biom_2001","spawn_biom_2002","spawn_biom_2003","spawn_biom_2004","spawn_biom_2005","spawn_biom_2006","spawn_biom_2007","spawn_biom_2008","spawn_biom_2009","spawn_biom_2010","spawn_biom_2011","spawn_biom_2012","spawn_biom_2013","spawn_biom_2014","spawn_biom_2015","spawn_biom_2016","spawn_biom_2017","spawn_biom_2018","spawn_biom_2019","spawn_biom_2020","spawn_biom_2021","log_mean_rec","spawn_biom_proj_2022","spawn_biom_proj_2023","spawn_biom_proj_2024","spawn_biom_proj_2025","spawn_biom_proj_2026","spawn_biom_proj_2027","spawn_biom_proj_2028","spawn_biom_proj_2029","spawn_biom_proj_2030","spawn_biom_proj_2031","spawn_biom_proj_2032","spawn_biom_proj_2033","spawn_biom_proj_2034","spawn_biom_proj_2035","spawn_biom_proj_2036","pred_catch_proj_2022","pred_catch_proj_2023","pred_catch_proj_2024","pred_catch_proj_2025","pred_catch_proj_2026","pred_catch_proj_2027","pred_catch_proj_2028","pred_catch_proj_2029","pred_catch_proj_2030","pred_catch_proj_2031","pred_catch_proj_2032","pred_catch_proj_2033","pred_catch_proj_2034","pred_catch_proj_2035","pred_catch_proj_2036","rec_proj_2022","rec_proj_2023","rec_proj_2024","rec_proj_2025","rec_proj_2026","rec_proj_2027","rec_proj_2028","rec_proj_2029","rec_proj_2030","rec_proj_2031","tot_biom_proj_2021"
1.00246,0.70208,1,0.188525,0.07,37917.3,13128.2,455.105,28654.9,27894.6,27469.4,27565.2,27911.1,28979.9,29642.3,31375,33295.6,34975.7,36984.6,40601.7,42618.3,46210.8,51324.6,56988.1,59340.5,62465.2,64762.6,68663.7,71348.5,74042.8,78083.9,78483.4,81205.1,84871.3,87462.4,89662.1,92714.5,94006.2,94507.9,93714,92446.9,92159.2,92222.3,93195,93188.9,95741.7,96738.5,99099.4,100229,100810,99756.9,98255.6,98918.8,0.24988,0.081615,0.200089,-1.59489,-1.0747,-0.97705,-1.456,-0.448574,-2.32407,0.359929,-0.690641,-1.13544,-0.555048,-0.161499,-2.05894,-1.55024,-1.46102,-0.301994,-1.09374,-0.45158,-0.28747,-0.649819,0.446416,-3.2409,0.556271,-0.886277,0.795998,0.351611,1.11235,0.240921,1.00616,0.947929,-1.87767,0.635706,1.76634,0.283928,2.06502,1.91041,1.36586,0.880329,1.37084,0.626852,1.94046,0.138762,1.44122,2.26193,-1.97531,1.88295,1.82018,0.972374,1.4145,1.45667,-0.665727,0.636674,1.00804,1.20647,1.1564,1.48419,1.68939,1.5814,2.18153,-0.0202515,1.6613,0.855604,0.325387,-0.454261,-0.147521,1.79844,12193.3,11449.4,11074.7,10664.3,10441.7,10232,10041.9,10148.9,10364.2,11026.4,11862.3,12801.6,13577,13885.7,14522.1,15625.7,15692.7,16383.2,17648.3,19337.6,21547.5,23454.2,24655,25186.2,25790.1,26686.2,27728.2,28694.8,30268.6,31954.4,33465.2,34389.7,34881.7,35542.2,35746.1,35663.2,34719.5,33926,33587.8,33675.5,34085.5,35076.4,36096.8,37329.2,38631.7,0.78087,37917.3,34956,31858.8,28932.5,26448.3,24545.1,23078.6,21790,20571.8,19561.7,18946.9,18708.5,18534.3,18148.3,17570.5,13128.2,12113.5,10979.6,9805.18,8775.4,8095.18,7733.16,7405.32,6944.53,6413.51,6073.66,6105.25,6273.54,6219.8,5962.1,7.2266,6.80878,1.44763,0.63591,6.97282,17.9758,4.43259,3.53752,4.26952,5.18492,98248.1
1.00246,0.747875,1,0.128576,0.07,41049.6,9745.56,452.987,24511.9,23572.6,22965.2,23310.7,23881.5,24832.7,25667.3,28399.4,30670.5,32716.3,34730.3,38244.2,40035.2,44422.5,49287.9,54914.6,56887.3,59625,61331.6,65858.4,68374.4,70714.6,74614.5,75495.7,78024.7,82382,84801.2,87194,90167.6,91298.2,91902.8,90758,89946.1,90196.5,90504.1,92310.7,93344.1,97400.8,99920.5,102334,104758,105234,106657,106611,106000,-0.710534,-1.27711,-0.443836,-1.85976,0.130194,-1.04596,-2.40128,-1.52053,-0.933832,-0.109625,0.257218,-1.16463,-0.538027,-0.493073,-1.44612,-2.07915,-1.75936,-1.02652,-1.16546,-0.464311,-0.235028,-0.96948,-0.618071,-2.89229,0.055351,0.0753973,0.87427,0.590415,1.39082,-0.199111,1.43375,0.41435,-0.919922,0.254853,1.70758,0.276458,2.30744,1.77751,1.47745,0.0166552,1.31158,0.373731,2.19921,0.00299478,1.23393,2.34617,-1.92691,1.77628,1.88922,0.995876,1.5069,1.41272,-0.283532,0.443493,0.92478,1.40846,1.60454,1.39179,1.84309,1.94377,2.28753,0.986989,0.906831,1.66523,-0.575736,1.56973,0.0376319,-0.451539,10813.4,10193.6,9705.12,9378.23,9095.93,8458.39,8145.51,8278.91,8678.01,9506.23,10595.6,11848,12834.7,13404.4,14088,15092,15177.2,15866.2,17151,19045.6,21195.6,22963.3,23851.8,24378.4,24953.2,26223.8,27307.7,28404,30013.1,31556.8,33102.1,33862.6,34414.4,34907.5,35054.2,35031,33992.7,33512.2,33395,33954.3,34785.2,36108.9,37868.7,39716,41445.7,0.733283,41049.6,39726.4,37862.7,35959.6,34227.7,32793.8,31724.1,30860.7,30098.4,29557.8,29348.5,29364.1,29309.1,29063.8,28700.4,9745.56,9360.05,8892.28,8393.31,7909.39,7484.63,7231.15,7109.35,6904.91,6657.07,6569.06,6653.51,6737.4,6739.24,6615.32,22.9183,2.13271,2.59171,2.84677,21.4336,3.27471,14.2328,5.49394,5.56586,2.20498,108179
1.00246,0.779286,1,0.141257,0.07,37316.9,10173.7,438.665,27972.1,26347.2,25416.5,25752.9,26311.3,26754.2,27371.8,29683.8,31669.6,33452.7,35390.1,38549.4,40119.4,43376.8,47995,53195.4,55200.7,57694.7,59709.7,64199.4,66823.4,69120.5,73014.9,73348,75045.3,78865.4,80974.9,83435.9,85933.8,86841.3,87215,86047.7,84856.7,84362.2,84608.3,86254.6,86626,91658.2,94082.4,96291,99417.7,100967,101838,101356,101846,-0.856566,-1.28203,-0.262783,-0.638153,-0.567098,-0.562716,-2.61811,-1.00097,-0.763534,-0.160415,-0.210888,-1.89397,-0.992728,-1.15419,-2.03183,-1.40167,-2.43833,-1.03143,-0.540882,-0.369225,-1.03743,-0.629008,-0.693991,-1.85735,-0.782516,-0.872099,1.02422,0.666124,0.927831,-0.303358,1.14763,0.0958555,-0.730363,0.305395,1.37969,-0.0908647,2.07003,1.56907,1.37831,-0.372389,1.11276,0.287013,1.97972,0.042843,0.933569,2.0958,-1.52045,1.33984,1.73638,0.923452,1.24663,1.10925,-0.429725,0.400671,0.739074,0.955709,1.13848,1.35238,1.6595,1.35796,2.41102,-0.228649,0.545992,1.6707,0.204051,0.436167,-0.369181,1.11128,12102.9,11242.9,10773.2,10371.3,9977.69,9212.24,8772.14,8714.56,8946.02,9543.91,10430.8,11514.9,12388.4,12538.2,13167.8,13920.8,13961.3,14313.8,15350.5,16888.2,18797.3,20552.4,21688,22150.6,22665.3,23728.9,24607.6,25679.9,26997,28294.6,29544.7,30163.4,30656,31142.4,31417.8,31514.5,30738.2,30193.5,29960.3,30122.9,30674.4,31832.3,33425.8,35156.2,37090.7,0.924825,37316.9,35932.4,34191.5,32239.2,30269,28492.8,27057.2,25958.5,25036.3,24124.9,23179.3,22259.8,21395.1,20537.6,19612.2,10173.7,9738.9,9234.59,8632.02,7982.04,7407.46,7001.26,6792.23,6679.47,6458.31,6148.01,5872.39,5670.52,5499.59,5286.78,1.72806,18.8343,2.61096,3.46304,4.2737,6.82383,5.59752,7.88125,1.29176,3.78869,100147
1.00246,0.682003,1,0.121914,0.07,42699.6,9990.08,439.981,28904.4,27688.4,26738,25981.9,27286.7,28243.6,29225.5,30881.1,32741.1,34654.8,36269.2,39588.1,41301.2,44285.9,48883.8,54576.4,56535,59355.2,61886,66502.7,69787.2,72277.1,77576.4,78156.1,80916.3,86278.4,89320.2,93096.5,96728,98284.1,99819.2,99365.5,99093.4,99560.7,100748,103686,103981,108854,111217,112557,112836,112339,112384,110819,109233,-0.305993,-0.549798,-1.10877,-0.115495,-0.107796,-1.63756,-2.75613,-1.11009,-0.4717,-0.689493,-0.68154,-1.27912,-0.839838,-1.37135,-1.55998,-1.76528,-2.24301,-1.21641,-1.13034,0.119947,-1.07887,0.376778,-1.79829,-1.54083,-0.408617,-1.06752,0.259862,1.34002,0.775902,0.330687,0.998968,-0.299978,-0.506167,-0.318177,1.50672,0.290073,1.99882,1.40704,1.58704,-0.164557,1.13955,0.782676,1.95258,0.31879,1.11166,2.23707,-1.54921,1.4644,1.9931,0.668673,1.44308,1.27393,-0.682099,0.719102,0.905171,1.30107,1.37608,1.49728,1.97765,0.766063,2.28059,0.108438,0.178378,0.270862,0.337036,1.38305,-0.947788,0.236258,12120.5,11339.7,10852.2,10340.2,10142.7,9746.07,9355.03,8977.04,9166.53,9819.61,10793.1,12051.2,13052,13208.7,13972.7,14738.8,14574.4,14934.6,15971.4,17527.7,19649.5,21368.6,22763.7,23167.9,23963.8,25321.4,26643.8,28233.1,30092.9,31931.6,33898.7,35073.3,36037.1,36914.8,37489.1,37637.2,36944.3,36715.2,36839.7,37300.2,38169.6,39479.4,40981,42442.2,43639.6,0.933107,42699.6,40426.8,37816.7,35265.6,32868.1,30655.4,28733,27216.8,26133.9,25444.7,25076.4,24970.4,25062.3,25235,25304.7,9990.08,9343.87,8656.35,8047.01,7502.14,6960.74,6466.66,6088.37,5840.96,5693.5,5613.05,5591.49,5629.74,5723.43,5838.34,3.6984,7.30431,6.10648,8.18959,4.95532,11.4873,3.3575,15.511,10.0977,1.83445,106537
1.00246,0.73479,1,0.123591,0.07,39822.7,9203.38,445.264,24874.6,23636.9,23068.1,22647.7,24074.2,25781.7,27554.1,30339.6,32506.5,35118.4,37067.5,40243.4,41706.2,45274.3,49821.4,55254,56832.9,59313.6,62073.7,67274.6,70557.9,74035.4,79303.1,79706.6,83111,88065.5,90616.4,94161.1,97687.9,99359.4,100668,99735.1,99364.7,99314.9,99949.6,101960,101364,104998,105578,105689,105928,105736,104829,103416,101561,-0.302513,-0.997128,-0.827605,0.149918,0.469731,-1.49437,-2.34985,-1.00236,-0.170878,-1.22891,-0.934435,-1.76038,-0.817782,-2.20489,-2.02084,-1.79982,-1.94969,-1.13817,-1.38506,-0.278954,-1.00515,0.226841,-1.38545,-1.37562,-0.764722,0.00685747,-0.209006,1.80488,0.836028,0.15062,1.32563,-0.525136,0.551504,-0.584877,1.42151,0.533373,2.1662,1.53869,1.73738,-0.836771,1.33955,1.23804,2.15776,0.213128,1.53168,2.24863,-1.84488,1.65353,2.03566,0.893716,1.61401,1.52092,-0.722871,0.961117,0.784369,1.51229,1.3842,1.45372,1.99416,0.397242,2.31789,-0.569512,-0.171994,1.30239,0.963889,1.16042,-0.280841,-0.62496,10742.4,10005.7,9556.43,9229.79,8668.61,8406.12,8273.4,8214.37,8560.81,9445.81,10750.8,12340,13451.5,13979.2,14830,15529.8,15322.5,15563.4,16602.2,18337,20503,22370,23773.9,24080,25275.6,26867.8,28268.3,29956.4,31789,33637.7,35333.1,36271.4,37077.7,37771.4,38279,38278.9,37530.6,37190.5,36931.5,37193.2,37734.2,38659.5,39397,40329.8,41037.9,0.791722,39822.7,37643,35465.9,33415.6,31551.9,30055.1,29159.7,28885.3,29013,29229.5,29242.1,29092.4,29072.4,29721.8,31513.6,9203.38,8649.8,8129.66,7651.82,7182,6754.91,6495.64,6446.07,6532.9,6659.76,6695.5,6608.02,6471.37,6435.46,6742.92,14.7301,5.64407,15.8118,11.4576,3.56326,9.76249,1.38096,3.98471,20.6794,33.6079,100864
1.00246,0.671425,1,0.127971,0.07,45569.8,11160,439.051,25429.2,24700.3,24401.6,24058.7,25251,26651.2,28527.8,30418.8,31317.6,33536.6,35170.5,37863.7,39600.9,43111.2,48033,54380.8,56849.6,59902.8,62704.6,67677.9,70734.1,74555.9,80361.8,81942.3,85569.9,91376.3,94079.1,98070.5,102361,104637,106481,105941,105080,105389,106401,110042,110816,116300,118307,119841,119689,119060,117356,114826,112051,-0.611331,-1.64091,-1.72835,-0.56918,-0.537566,-1.55938,-1.46462,-0.70673,-1.37226,-2.04315,-0.243933,-1.43746,-1.76987,-0.998294,-1.64079,-1.26277,-1.22735,-0.610339,-1.72879,-0.00469347,0.195453,-0.897272,-0.495071,-1.53174,-0.370772,-0.0144174,-0.334995,1.42297,0.721626,0.592901,0.63418,-0.924761,0.713267,-0.380551,1.2539,1.03317,2.04158,1.60567,1.80561,-1.03974,1.30287,1.13369,2.03436,0.327084,1.55182,2.32827,-2.22298,1.72313,2.05384,0.792666,1.62907,1.49002,-0.265508,1.15297,0.410044,1.23753,1.5542,1.62941,2.23242,1.02585,2.38575,-0.988803,0.396781,0.17922,0.410401,0.53895,-0.368751,-0.053488,10438.5,9972.19,9710.32,9498.48,9263.13,9155.61,9194.53,9229.96,9249.04,9935.38,10881.7,12026.4,12733.5,12997.3,13684.4,14491.5,14577.2,15007.6,16042.9,17750.3,19821.8,21884,23435.2,24299.6,25381.5,27024.9,28299.9,30047.3,32231.6,34433.9,36408.8,37749.3,38672.3,39597.9,40238.7,40583,40003,39911.8,39910.6,40442.3,41274.6,42759.6,44270.8,45696.9,46717.8,0.845917,45569.8,42424.4,39047,35735.4,32661.9,29932.5,27634.1,25749.8,24188.6,22844.7,21641.6,20585.3,19786.1,19199.5,18766.5,11160,10303,9400.05,8549.53,7767.92,7069.17,6500.19,6063.91,5725.72,5439.03,5142.38,4663.78,4296.56,4054.92,3877.41,7.17743,1.8434,9.68458,2.47776,2.30738,4.56741,4.90064,6.30879,3.91878,1.27595,109236
1.00246,0.587317,1,0.161912,0.07,55597.2,16829.8,445.714,29972.1,28778.3,28777.4,28644.4,29157.8,31287.9,32691.9,35307,36663,39068,40985.1,43843.6,45977.8,49208.9,54580.2,61054.1,63924.2,67252.9,70254.8,75759,79334.8,84000.3,90438.1,91847.6,95529.8,101352,104277,108037,112530,115090,117311,116897,116705,117105,119517,124768,126366,134314,137905,140764,141612,142393,141114,138940,136317,-0.925112,-0.956943,-2.41933,-0.0520032,-0.230662,-0.738841,-1.52038,-0.32638,-1.34032,-1.01504,-0.297459,-1.41588,-1.8009,0.123259,-1.22145,-0.897028,-0.253869,-1.50552,-1.30606,-0.885164,-0.0994116,-0.599648,-0.983749,-0.701207,0.10115,0.539563,-0.134954,0.46354,1.49124,-0.27964,1.18583,-1.08642,0.64444,-0.388084,1.23176,0.997023,1.91557,1.79904,1.93185,-1.72047,1.13376,1.24018,2.09809,-0.127809,1.62323,2.28278,-2.38324,1.72146,2.03701,0.68287,1.45267,1.66968,0.185667,1.19085,0.719218,1.26002,1.51921,1.93503,2.30383,1.24514,2.57738,-1.31418,0.346581,-0.473365,1.09198,0.399031,-0.948269,0.580452,12898.4,12129.1,11718.8,11319.3,11070.6,10863.2,10811.6,10938.4,11129,11855.2,12878.1,14062.3,14990.2,15366.6,16188.6,16841.9,17031.4,17575,18576,20310.2,22689.8,25134.4,27078.5,28033.5,29233.6,30946.2,32449.6,34339.3,36550.9,38815.8,40870,42065.5,43109.8,43961.1,44760.3,45425.2,44873.5,45124.9,45568.6,46646.7,48272.2,50590,52847.4,55105.9,56610.8,0.913126,55597.2,50544.8,45696.3,41200.8,37313,34163.6,31914.1,30583.8,30114.1,30446.5,31279,32102.3,32496.6,32286,31410,16829.8,15253.2,13649.2,12200,10916.9,9844.75,9082.55,8600.44,8340.83,8420.54,8854.07,9340.67,9588.86,9646.65,9502.52,15.1794,0.563649,9.43195,16.1968,30.4399,1.63276,12.1488,20.5681,1.26521,1.4347,134870
1.00246,0.58824,1,0.148109,0.07,54960.7,15808.8,456.133,32347.8,30204.8,29636.2,29195.1,30683,31909.1,33184.1,35794.9,37011.9,39511.3,41702.9,45325.4,47606,51642.8,57190.8,63645.9,66252.2,69300.2,72166.5,76945.1,80148.4,84780.2,90384.5,92212.8,95795.9,101986,105014,108636,113521,116252,117915,118073,117223,118009,120227,125212,127537,135149,139169,142562,143622,143751,142441,139732,136305,-1.32743,-0.399545,-2.8239,0.223458,0.424535,-1.62181,-0.986919,-0.406077,-1.70519,-2.45291,-1.18904,-2.12048,-0.896843,-0.413507,-1.32844,-1.57259,-0.884801,-2.05835,-0.395646,-1.02614,-0.0677309,-0.550781,-0.981938,-0.66052,0.0385206,-0.367632,-0.351781,1.24207,0.435043,0.0554294,1.23728,-1.51557,0.655237,0.00493491,1.38395,0.584161,1.86093,1.61008,1.79592,-1.37809,0.999679,0.911491,1.93504,-0.201737,1.62689,2.13461,-2.83803,1.58357,1.98254,0.680697,1.15983,1.68092,0.338724,0.269671,0.873613,0.817959,1.6037,1.84387,2.15078,1.27288,2.43428,-0.298631,0.785131,-1.19726,-0.39612,0.431968,-1.03587,0.287271,13783.4,12477.4,11997.8,11606.5,11426.8,11265.1,11213.6,11271.8,11374.2,12018.4,12945.8,14048.6,14906.1,15426.4,16373.1,17169.4,17435.7,18058.6,19263.2,20841.8,23076.5,25351.8,26918.6,28019.1,29124.4,30782.6,32118.3,33936.5,36119.4,38289.9,40405.5,41892.3,42981.8,44011.4,44750.4,45366.1,45034.6,45095.8,45523.9,46443.1,47933.6,50217.3,52508.6,54683.4,56134,1.03789,54960.7,50712.1,45979.7,41300.5,36882.8,32888.2,29470,26715.7,24726.8,23508.4,22866.4,22536.9,22328,22081.7,21744.9,15808.8,14432.8,12924.2,11485.9,10187.7,9020.16,7980.69,7083.21,6423.94,6127.47,6094.51,6091.9,6117.31,6135.11,5972.16,0.604697,0.50823,0.88997,21.6571,0.976169,6.17355,16.617,1.78296,4.72144,7.36425,131506
1.00246,0.649566,1,0.114299,0.07,46710.2,10659.9,451.946,30509.5,28817.3,28064.1,27880.7,28506.7,28765.9,29686.8,30576.8,31199.5,33027.7,35112.5,38389.5,41017.3,46114.4,51209.2,58087,60649.9,63541.1,66662.6,71806.9,74884,78190.2,83953.9,84509.3,87654.1,93124.8,95820.9,99069.2,103319,105847,107312,107444,106606,106238,107457,111697,113217,118517,120838,123054,123775,124227,122582,120393,117164,-0.680056,-0.247298,-1.82598,-0.465839,0.3419,-1.28824,-1.34574,-0.0539023,-1.90056,-2.06518,-1.48281,-2.09099,-1.64323,-0.504469,-0.740547,-2.14017,-1.1942,-2.09821,-0.679289,-1.08747,-0.950202,-0.00982334,-1.69714,-1.27465,-0.305834,-0.363464,0.626807,0.772391,0.0781802,0.0636338,0.767152,-1.30924,0.430971,0.564648,1.29322,1.05508,1.88995,1.42458,1.73774,-1.38079,1.06623,0.861119,1.85717,0.0492629,1.08538,2.1799,-3.40152,1.54433,1.85891,0.421565,1.24376,1.54227,0.160724,0.376676,1.04417,0.171448,1.28229,1.63689,2.16576,0.957095,2.18125,-0.3274,0.865979,-0.539283,0.251159,-0.203883,-0.231309,-0.37907,13284.3,12278.9,11725.6,11130,10678.4,10153.8,9968.18,9577,9571.5,10131.4,10904,11798.5,12340.4,12867.7,13389.9,14209.8,14378.2,14926.9,16350.5,18318.2,20586.8,22846.1,24641.4,25328.1,26301.8,27780.4,29020.5,30502.5,32367.2,34366.8,36237,37437.9,38557.4,39313.6,39992.3,40470.7,40153,39918.2,39815.9,40135.5,41123.7,42921,44605.5,46356.3,47528.1,1.03405,46710.2,44380.4,41596.4,38904.6,36683.8,35210.6,34593.1,34562.8,34619.8,34317.1,33410.5,31959.3,30179,28302.7,26569.2,10659.9,9933.49,9128.25,8352.27,7684.34,7270.61,7287.07,7590.14,7871.27,7935.43,7655.86,7187.38,6689.62,6185.78,5689.86,30.6095,4.81385,25.9228,1.24888,2.90618,2.82717,5.94835,0.340869,0.781997,5.22847,119107
1.00246,0.685847,1,0.163479,0.07,37519.2,12344.8,453.421,26036.8,25230.8,25191.7,25503.7,25689.7,26461.4,27549.2,28971.9,30491.2,32533.2,34436.8,37430.7,39247.6,43289.4,47933.5,54278.1,57096,59674.1,62456.7,66720.1,69433.9,72610,77030.1,77319.3,79857.3,84916.3,87429.2,90787.8,94112.2,96105.1,97291.4,97709.4,97154,97283.2,98750.3,101678,102084,105097,106719,107102,106178,105577,103516,102252,100170,-0.293289,-0.647793,-2.29163,-2.52128,-0.0374008,-1.82234,-0.984241,-0.812573,-2.5414,-1.19134,-0.497766,-1.49882,-1.61559,-1.00653,-0.6336,-1.84916,-1.49826,-1.73573,-0.938537,-0.971539,-0.849446,-0.787176,-0.784872,-0.775859,0.524734,-0.0656871,0.773793,-0.0802042,1.09673,-0.756047,1.01006,-0.304555,0.213464,0.0308668,1.29369,0.709565,2.09624,1.48893,1.76097,-0.906274,1.04431,0.945791,1.67898,0.249076,1.24954,2.06508,-3.37226,1.5509,2.00201,0.101499,1.49386,1.22889,0.0034003,0.773044,0.971417,0.771911,1.23419,1.76102,1.81852,0.703143,2.07718,0.416353,-0.240279,-0.555554,0.524335,-0.276264,1.07855,0.241065,11243.1,10440.1,10031.6,9465.5,8986.86,8353.04,8310.53,8129.65,8440.24,9123.73,9982.01,10924,11539.7,11768.2,12297.9,13066.9,13322.3,13608.4,14558.1,16099.6,17972.1,19971.9,21543.8,22340.3,23283,24526.5,25630,26787.6,28223.4,29805.2,31225,32416,33317.3,34185.8,34819.8,35406.9,35201.9,34870.3,34889.7,35018.6,35314.6,36192.4,37006.6,37907.4,38527.3,0.939126,37519.2,34296.2,31217.5,28288.7,25600.6,23168.5,20988.2,19063,17442.9,16133.7,15145.4,14497.8,14355.1,14594,15218.9,12344.8,11085.9,9877.89,8846.45,8006.1,7287.04,6589.3,5934.71,5390.06,4957.05,4605.76,4179.67,4009.65,4116.54,4629.51,0.662325,3.35505,3.17188,3.23377,3.41975,5.13774,1.24687,5.20392,17.2416,10.482,96574.7
1.00246,0.770059,1,0.128855,0.07,32652.4,8383.92,449.831,24433.2,23982.6,24322.6,24745,25433.1,26194.2,26574.8,28556.3,30043.9,32601.7,35206.8,38336.5,40270.1,44885.5,49569.8,54704.2,56562.7,58536.1,60672,64552.5,66651.2,69385.1,73086.5,72584.9,74942.4,78671.6,80430.1,83160.1,85884.4,87563.3,88600.5,88014.3,87634.3,87238.7,87696.7,89393.8,89336.1,91879.4,93087.4,93608.3,92723.5,92586.2,91028.9,88563.3,86475.1,-0.39323,-1.13074,-1.53928,-2.72046,0.027243,-0.582697,-0.131573,-0.345033,-2.52004,-2.09849,-1.06153,-1.71809,-1.16518,-1.6528,-0.839584,-1.21866,-0.989503,-2.28983,-1.84225,-0.785803,0.248968,-1.01219,-0.962187,-0.500368,0.519053,0.549396,0.34702,0.49555,0.738809,-1.17508,1.53275,-0.303983,0.820296,0.678116,1.2064,0.687791,2.16184,1.63002,1.60053,-0.762144,1.26353,0.97324,1.86733,-0.052374,1.30095,2.14266,-3.54652,1.58136,1.91715,0.420245,1.46372,1.21915,0.445401,0.598191,0.736623,1.07773,1.26205,1.56422,1.6928,1.01412,2.16359,-0.546903,0.0178856,-0.249826,1.09906,-0.666109,-0.880526,1.00135,10347.8,9719.77,9361.16,9031.96,8772.61,8449.09,8306.36,8244.11,8536.22,9230.38,10081.2,10995.4,11605,12164.8,12848.5,13601.6,13798.5,14060.8,14968.7,16402.4,18129.3,19966.5,21181.2,21471.7,22274.2,23185.9,24030,25116.4,26478.4,27916.3,29329.4,30169.8,30978.7,31498.6,31827.3,32103,31630.5,31061.3,31020.6,31158.6,31350.6,32057.6,32844,33498.7,33870.7,0.815063,32652.4,30861.5,28780.7,26743.4,24908.1,23361.3,22256.1,21564.2,21322.2,21583.1,22395.8,23687.3,25200,26546.2,27375.7,8383.92,7757.63,7135.57,6565.16,6032.78,5604.98,5337.5,5176.18,5062.59,5042.24,5247.17,5717.08,6369.21,6972.55,7224.54,6.96789,5.99761,3.87958,3.97822,18.0665,6.25811,32.5642,5.53938,6.67845,5.62682,84182.1
